ps_partkey	value
640554	9095079.76
143198	9094844.20
1641553	9093954.00
665474	9092978.66
267341	9092935.00
1300694	9092654.61
1028501	9092524.36
1863779	9092282.50
320250	9091908.32
1852800	9091900.52
1528591	9091755.90
838567	9091365.20
44066	9091143.75
1646805	9091129.32
780386	9090765.08
711310	9090532.14
1073292	9090161.92
1439351	9090129.36
817345	9090087.60
850084	9089986.32
827250	9089545.19
613187	9088951.98
877726	9088581.48
1799665	9087875.94
871288	9087230.52
1603224	9087192.58
5595	9086908.52
1772179	9086474.04
1463900	9086265.98
606139	9086008.64
376615	9085916.72
1321123	9085763.91
1301671	9085339.43
1169169	9084649.99
1445864	9084552.96
1267686	9084304.80
214429	9084196.08
116239	9084121.30
1737989	9083772.72
695976	9083655.15
1416065	9083412.80
312054	9083309.98
1018131	9083297.45
1260145	9083191.34
965491	9082772.70
528616	9082675.00
34452	9082176.54
1936610	9082088.31
1636963	9081935.46
1404258	9081867.92
1487533	9081157.80
1018134	9081085.72
1616919	9079391.38
1366657	9078981.12
1036215	9078856.44
515929	9078838.86
1718487	9078393.60
339019	9078325.63
1716688	9078090.22
865698	9078061.50
1499424	9077046.24
1007344	9076949.12
459013	9076471.43
1277937	9076036.88
1095226	9076008.69
1186324	9075746.40
1319756	9075696.71
937222	9075538.89
195878	9075313.00
1464797	9074322.40
811602	9074289.46
1443247	9074256.60
242622	9073896.20
1515263	9073553.28
1650529	9072363.58
1867169	9072094.00
481611	9071898.30
441456	9071387.24
612040	9071322.00
918784	9071198.50
1656580	9070949.76
191344	9070719.68
1350120	9070242.36
680180	9069760.35
386957	9069678.80
1632182	9069169.98
1096676	9068907.91
423308	9068342.04
1599891	9067210.78
675770	9066980.76
659101	9066815.04
740388	9066523.95
62461	9065533.12
1203151	9065338.27
1295845	9065291.52
1994281	9065289.94
805429	9065062.55
1754628	9064701.32
782147	9064665.20
168833	9064021.20
1298102	9063970.28
852113	9063626.86
1891501	9063437.67
1953380	9063193.37
152792	9063173.28
40098	9062905.95
1438405	9062848.44
1607477	9062758.55
919955	9062290.60
276212	9062265.08
247452	9062072.22
3420	9061393.28
181919	9060866.00
1830787	9060821.77
1685567	9060792.21
637366	9060582.94
1875495	9060490.36
1795139	9060204.26
368832	9059448.60
584270	9058797.18
1460388	9058732.20
988626	9058600.18
239169	9058441.19
1685029	9058164.48
1906737	9057946.32
1448981	9057931.87
1556889	9057514.32
1740901	9057429.60
1243171	9057297.70
1838827	9057260.80
385898	9056981.58
1093395	9056935.68
429486	9056909.02
368217	9056056.80
257570	9055707.66
1373088	9055304.92
410197	9055120.10
47737	9055012.87
1560256	9054577.59
1557287	9054279.96
482530	9053896.30
1028229	9053768.68
15387	9053768.23
1713070	9053068.66
83462	9052664.08
623439	9052386.93
1588969	9052261.40
974939	9051819.18
1025708	9051768.25
624401	9051295.25
639406	9051210.79
1963059	9051072.72
767235	9050912.36
554774	9050810.90
681180	9050465.60
548848	9050412.00
1818227	9050174.02
1280874	9049595.80
1040229	9048991.20
247811	9048892.02
1516316	9048777.71
1983457	9048533.06
1249924	9048477.34
584958	9048363.37
499140	9048246.69
1711006	9047980.00
1135381	9047340.50
1465226	9047307.50
1414131	9047107.96
1661168	9046923.20
949023	9046018.08
1029264	9045871.73
1053060	9045820.02
1818788	9045644.25
1866603	9045529.20
165461	9045132.12
1361041	9045076.62
944843	9045056.36
889126	9044710.82
743451	9044707.56
716323	9044618.94
1990945	9044563.71
1645575	9044443.93
1460564	9044160.37
338918	9044143.70
1045680	9044077.00
621384	9044063.46
869741	9043980.96
1500449	9043766.47
317770	9043201.86
675230	9042944.82
274918	9042929.78
1472723	9041113.77
1795498	9040817.50
60692	9040766.63
1283542	9039804.62
92804	9039691.96
1800739	9039681.48
1573283	9039522.72
871937	9039377.88
1149174	9039018.30
807721	9038557.28
134268	9038554.58
511975	9038397.09
213111	9038069.80
1718903	9037656.27
1075412	9037482.08
186270	9037355.75
1916690	9037349.89
188160	9037322.40
1345352	9036973.47
1228943	9036432.57
1466306	9035609.22
1356732	9034705.50
99675	9034654.08
130253	9034590.22
1118513	9034366.00
1132815	9034272.27
683012	9034234.30
387774	9034166.28
1424709	9034113.88
297755	9033548.30
1934917	9033413.76
968189	9033295.83
832666	9032283.54
228576	9031756.22
1481327	9031650.60
1027956	9031619.52
649928	9031371.36
651922	9031229.64
651727	9030821.00
1734784	9030375.95
584450	9030257.01
1238549	9029797.45
670766	9029780.28
1493457	9029631.60
80253	9029182.50
863940	9028562.24
447416	9028464.72
1847160	9028288.08
423677	9028235.32
942731	9028214.28
1394133	9028196.92
1916384	9027731.68
555981	9026823.02
461051	9026804.52
1850696	9026692.92
1891463	9026256.90
1141365	9025766.40
1019063	9025731.96
424193	9025631.28
964008	9025539.79
1077939	9024964.55
206352	9024788.64
787759	9024665.94
1262997	9024043.60
401670	9023403.08
1963190	9022923.79
120859	9022689.60
1265336	9022253.76
1507459	9021776.38
1105710	9021737.55
74537	9021582.33
1426934	9021517.76
1823538	9021058.41
1278386	9020919.32
1594667	9020729.70
1250259	9020716.32
1312200	9020331.64
843435	9019604.32
616016	9019364.03
56214	9018909.90
631005	9018849.69
475742	9018444.12
444349	9018134.97
1454519	9018125.22
473811	9017899.65
15560	9017687.28
716517	9017563.10
1018450	9017209.24
1824682	9016191.50
460189	9015910.22
940908	9015702.72
441058	9015687.44
991490	9015652.08
1758512	9014883.36
968066	9014768.88
939842	9014618.90
366038	9014059.26
742103	9013998.84
799555	9013983.42
1789097	9013296.12
1486893	9013195.15
701723	9012329.16
1932704	9012087.00
1173104	9011892.50
1241543	9011496.60
973222	9011479.32
1254712	9011411.64
828122	9011356.38
1044970	9011312.17
471298	9011184.00
241234	9011099.22
1920718	9011008.13
923456	9009881.44
1046405	9009501.39
723079	9009487.21
776229	9009260.10
1098716	9009071.60
899252	9008245.84
736816	9007998.36
1345515	9007934.79
496407	9007628.00
589649	9007601.98
1510119	9007083.30
1378030	9006696.95
1510750	9006487.14
1267195	9006438.16
876744	9006412.96
625013	9006395.87
1970919	9006347.90
1606065	9006250.02
1059520	9006225.48
580567	9006101.36
1768380	9006050.16
511060	9005992.88
1293351	9005833.08
150189	9005239.40
1930212	9005222.70
109238	9004834.70
1011539	9004692.30
1964132	9004573.98
112820	9004363.70
747504	9004149.00
709937	9003950.72
360564	9003222.15
1171485	9003218.97
1602269	9002852.60
292944	9002214.00
784730	9001845.84
1359490	9001668.04
1455264	9001488.54
474192	9001342.14
1567566	9001311.78
549543	9001298.24
963073	9000987.60
1073786	9000729.15
866025	9000635.46
970550	9000497.80
1459973	9000208.60
1420203	9000172.72
1947022	8999588.50
441682	8999397.82
1858780	8998897.92
1086286	8998244.92
1753077	8997929.60
1672988	8997872.10
525412	8997589.92
416363	8997227.05
1122184	8997188.46
1616457	8996916.30
1970098	8996367.43
1570437	8995896.96
693798	8995702.10
298417	8995054.96
1492975	8994218.23
972350	8993910.80
489735	8993205.36
631	8992793.16
1770848	8992777.64
1483935	8992342.86
833838	8992335.82
157476	8992328.28
1287679	8992327.68
178281	8992299.64
111973	8992297.60
1722442	8992032.00
1182880	8991883.88
578411	8991609.24
1543168	8991602.44
1230429	8991473.45
1062191	8991431.68
16698	8991337.95
145280	8990941.05
1714414	8990705.63
1823489	8990375.68
1988923	8988925.84
1190072	8988630.00
119441	8988383.70
118832	8988319.95
1614687	8988260.12
90973	8987967.90
49907	8987897.86
486445	8987488.60
1112187	8987203.20
1187651	8986771.54
1854686	8986704.44
1487630	8986393.80
1313000	8985820.44
784418	8985146.51
920628	8985122.00
1958401	8985072.59
1001356	8985052.12
856179	8984791.53
153407	8984666.14
467686	8984483.92
1127020	8984482.00
1013767	8984330.74
1992445	8984286.85
748716	8983931.99
106830	8983734.70
1528293	8983619.75
1448526	8983336.23
1079243	8983240.30
384753	8982819.72
722939	8982744.75
610381	8982171.45
425617	8982157.80
1428012	8981964.60
214028	8981850.70
287575	8981845.73
1341915	8981721.72
951257	8981619.68
97947	8981537.20
1373969	8981516.16
617345	8981353.57
987075	8981308.57
1533648	8980938.00
161015	8980605.29
1553864	8980566.28
1959550	8980274.78
568830	8979869.82
1237735	8979281.20
1147853	8979133.44
1431467	8979128.60
1869581	8978684.64
1518436	8978449.42
1865450	8978273.38
1689684	8978266.65
1259943	8978194.95
1283150	8977980.90
210851	8977844.54
725428	8977749.59
1566853	8977731.00
466610	8977488.74
1717025	8977009.86
1898133	8976998.80
517776	8976827.83
39424	8976218.88
438267	8976205.52
1182135	8976154.50
883002	8976103.70
1071095	8975795.50
949932	8975627.88
773333	8975566.60
687944	8975195.38
1115692	8975138.20
1075805	8974604.32
396936	8974362.24
513887	8973950.70
1887165	8973844.74
1784892	8973814.50
1168629	8972734.65
1261630	8972082.48
965101	8971962.06
1680351	8971505.28
221332	8971402.26
1091827	8971024.27
768179	8970805.47
1567219	8970716.79
1212109	8970681.72
712126	8970574.08
124482	8970518.11
1058526	8970172.05
1683819	8969995.60
566104	8969969.70
1659664	8969907.04
1025334	8969400.57
989493	8969011.70
1188888	8968799.52
85125	8968278.68
663268	8968171.18
120863	8967815.22
1817323	8967479.40
1652872	8967450.00
869388	8967189.65
1325551	8967037.44
1143264	8966420.72
285726	8966345.44
709143	8966305.80
888398	8966240.80
1919140	8965877.97
1943695	8965550.84
190906	8965400.22
829438	8965271.64
1080576	8964739.98
383981	8964491.36
1497488	8964453.24
373316	8963698.80
647833	8963601.50
1254652	8962883.42
1587177	8962786.17
740518	8962784.47
9993	8962059.70
1642248	8961535.00
839608	8961024.44
1701693	8960757.75
769633	8960293.16
1614093	8960232.89
455221	8958617.36
218222	8958457.92
1596004	8958409.50
730300	8958226.86
259019	8958143.40
1356087	8957917.65
1281982	8957226.50
991506	8956564.32
1898520	8956410.84
935103	8955737.84
1127166	8955453.74
956948	8955403.86
328229	8955198.00
282913	8954295.59
54273	8954169.93
1764517	8953956.00
1218944	8953431.42
1693232	8952848.30
120878	8952393.10
228797	8952333.76
1101393	8952268.15
492539	8952185.48
1866180	8951962.56
1506065	8951914.33
675240	8951700.18
577939	8951535.03
1884803	8951086.95
1941302	8951008.96
541678	8950821.00
1832080	8950799.20
736288	8949484.58
906615	8948481.62
1090203	8948445.00
620323	8947979.99
1319755	8947942.72
650489	8947929.81
1066730	8947877.68
837171	8947821.66
95277	8947796.58
238896	8947527.36
130160	8947500.45
674087	8947469.20
827263	8947195.42
546400	8947092.56
1254306	8946778.88
1849605	8946135.52
1984475	8946029.35
1950999	8945590.50
746511	8945438.04
889874	8945351.08
380222	8945302.53
384955	8945257.90
1839918	8944941.30
410235	8944594.13
1064008	8944540.00
1802507	8944344.21
129530	8944318.72
1063107	8943764.24
987895	8943014.88
300294	8942509.19
1233515	8942492.66
1170255	8942340.40
1680462	8942263.10
984039	8941912.62
1236916	8941678.67
1131819	8941069.44
1371389	8940338.91
698041	8939732.94
1636445	8939729.88
1494693	8939293.96
1879012	8939092.61
1354569	8938828.60
1750254	8938713.41
2473	8938477.26
1262848	8938389.00
1611956	8938121.75
487566	8938121.28
422277	8938012.23
1044170	8938006.00
400379	8937885.92
881986	8937623.09
880669	8937247.77
1123302	8937133.65
1135847	8936417.38
1032089	8936314.74
207748	8935702.50
490662	8935021.29
1407073	8934975.00
1756894	8934959.60
1124852	8934943.60
1763989	8934407.97
1144372	8934343.20
1313082	8934333.82
671056	8933812.25
198311	8933712.48
1909002	8933683.94
880345	8933593.76
1384118	8933497.05
1171357	8933468.44
593879	8933357.70
706844	8933207.85
1589044	8932904.53
48109	8932646.48
1757211	8932220.91
1641221	8932158.36
641466	8932026.87
1494478	8932012.13
1048135	8931971.00
606073	8931808.58
1513857	8931783.60
257707	8931778.70
1719395	8931702.50
851294	8930841.18
1569122	8930761.28
1696531	8930621.28
8358	8930611.48
1965018	8930491.53
1635149	8929945.60
78615	8929738.44
1524917	8929641.76
1324402	8929565.16
1133295	8929473.15
1622581	8929380.52
168838	8929370.64
885097	8929137.12
752826	8927956.17
737985	8927807.13
512618	8927637.49
340425	8927594.50
280931	8927522.97
352875	8927426.88
902053	8927110.41
1579822	8927015.35
693006	8926968.12
1495817	8926949.67
544035	8926919.20
1951441	8926820.77
1509273	8926169.70
671425	8926004.88
69330	8925767.46
1642038	8925359.93
1512792	8924984.50
880031	8924292.80
1984410	8924144.32
1633430	8924126.55
1417425	8923524.69
1518807	8922993.02
1028301	8922723.31
1754618	8922396.05
1750260	8921925.06
1260868	8921746.21
1625746	8921274.12
1524171	8920813.44
1481823	8920774.32
664933	8920721.70
344659	8920613.70
949883	8920607.68
1975182	8920576.00
2669	8920158.72
1657877	8920111.47
253955	8919458.28
1829556	8919284.30
607473	8919203.76
571681	8918645.78
363104	8918358.32
1934977	8918281.26
1804281	8918044.65
1131656	8917633.66
1179499	8917372.80
989833	8917054.41
170057	8916846.64
677955	8916477.59
1078536	8916116.82
1751192	8915979.92
649889	8915925.18
261627	8915410.40
873072	8915388.64
313494	8915238.20
784788	8915220.32
1112431	8914802.70
1535666	8914723.84
262538	8913936.55
256500	8913532.60
1716070	8913228.61
1136288	8913127.85
1269470	8912833.40
993186	8912176.44
1537200	8911920.83
1413755	8911882.95
742188	8911253.98
1668183	8911060.20
407589	8910730.52
387177	8910573.84
1812459	8910268.60
952393	8909991.09
1723960	8909978.44
1564165	8909758.98
1205119	8909615.50
1640833	8909376.84
1487780	8909027.14
1199683	8907950.08
620552	8907928.35
197193	8907440.19
1414232	8907100.97
1488113	8907036.78
1873403	8907025.15
1853671	8906601.60
1963883	8905748.07
807785	8905626.81
58985	8905588.32
155726	8905320.60
1596551	8905029.69
184870	8904555.28
1744165	8903442.95
1404355	8903420.00
1522610	8903417.52
962862	8903114.96
1752973	8902885.55
1938267	8902881.08
1634901	8902788.48
1099948	8902711.30
80478	8902697.28
391185	8902312.80
899339	8902065.09
108168	8902036.00
943468	8901793.32
1767942	8901400.94
1538046	8901342.16
216456	8901299.04
90400	8901127.84
912833	8900929.59
747018	8900190.76
1506180	8900006.75
1092704	8899840.21
64260	8899182.27
1356456	8899156.77
1985520	8898820.67
267846	8898539.52
162998	8898468.21
1417234	8898271.07
1912188	8897779.00
1829299	8897508.90
1765793	8897168.04
875200	8896892.55
1525200	8896711.61
1391138	8896238.75
1909086	8896148.79
1408596	8895601.65
380394	8895595.66
753115	8895363.80
1362131	8894934.20
1178415	8894925.80
1471587	8894841.52
1262131	8894812.30
300269	8894696.09
1049982	8894602.85
783521	8894586.06
1767451	8894388.23
1225578	8893873.46
1969377	8893540.48
1988301	8893459.20
1714597	8893099.20
1074645	8891632.68
1718783	8891492.58
173007	8891307.60
333508	8891244.80
812618	8890878.44
1397491	8890664.72
1704602	8890532.56
118132	8890444.76
414819	8890436.62
1290405	8890376.13
1575966	8890142.25
644574	8890122.60
1738964	8889921.49
590926	8889510.98
6656	8889484.65
1894748	8889449.86
1861890	8889190.53
1963448	8888955.84
1351367	8888933.34
1172289	8888581.24
454525	8887373.28
868298	8887371.15
920150	8887078.09
95718	8886697.02
211041	8886083.65
77602	8886078.00
1341473	8885922.45
434235	8885670.03
833309	8885437.55
198962	8885139.48
886363	8884750.70
914751	8883988.96
698053	8883803.74
1900379	8883683.40
1190933	8883662.05
293094	8883578.20
696076	8883438.67
599668	8883408.64
1195379	8883387.85
672982	8882375.84
998126	8882034.07
663538	8881992.28
1957551	8881396.72
606196	8881155.90
1512800	8881117.08
1911834	8880787.31
1622737	8880598.08
1767496	8880395.78
1558765	8880329.43
848686	8880295.68
1231400	8880156.69
1386800	8879787.35
1689428	8879348.76
191039	8879247.87
1618810	8879190.96
374552	8879110.15
1674467	8879006.16
1330937	8878777.29
1190935	8878595.58
1428270	8878469.38
910889	8878428.78
1224363	8878203.04
1622531	8878083.20
1052870	8877893.89
1930685	8877489.50
1884958	8876918.60
824108	8876746.92
1262611	8876685.12
1184524	8876465.88
1041495	8876342.56
1458920	8875703.22
356623	8875389.58
920728	8875145.90
46191	8874809.45
568006	8874774.74
612032	8874734.28
1604190	8874695.68
735671	8874478.44
1835027	8874324.36
950543	8874038.34
490452	8873914.24
1294991	8873430.54
572786	8873412.37
1180356	8873199.71
632135	8872640.64
1001593	8872339.85
1958618	8871783.99
1119167	8871115.05
536951	8870760.57
294231	8870631.12
1558301	8870380.56
791232	8870359.09
1640518	8869725.47
1187182	8869634.20
210105	8869580.43
398648	8869429.96
1092239	8869181.04
1911196	8868840.20
171288	8868475.07
349635	8868325.92
292945	8868324.51
287450	8868113.10
1946025	8867453.28
824529	8866643.30
568798	8866637.08
941005	8866582.92
965850	8866550.07
604783	8866203.97
1031595	8866165.02
148800	8865867.56
891490	8865188.75
1235081	8864402.88
463833	8864058.06
347925	8864015.42
51759	8863943.76
1385099	8863860.00
1839948	8863835.63
993790	8863137.54
573254	8862961.25
983277	8862744.00
371399	8862737.37
1735300	8862695.87
36691	8862681.51
198118	8862486.25
693938	8862378.45
687513	8862235.08
132847	8862082.00
68629	8862002.24
1969642	8862001.35
422856	8861941.32
260103	8861884.80
1000425	8861813.48
240700	8861520.72
1160933	8860834.47
261051	8860709.64
1499991	8860644.00
17547	8860117.00
1886727	8859801.60
1047833	8859558.48
1787487	8859510.27
1488164	8859467.70
1491445	8859424.28
565921	8859246.55
1766812	8858314.87
1752521	8858299.60
1342994	8857952.56
1614168	8857889.88
1360260	8857824.30
1671342	8857785.71
1076028	8857784.84
165637	8857652.53
1258963	8857532.15
574065	8857480.93
1472004	8857071.21
909882	8856998.01
1986392	8856417.24
1204410	8856082.08
1590656	8855945.77
543223	8855672.00
919233	8855621.13
1337196	8855583.75
983440	8855548.19
555713	8855500.00
1192299	8855426.88
1294504	8855334.00
386568	8855205.84
509550	8855119.00
800032	8854497.45
1760204	8854338.24
611266	8854251.00
623562	8854068.00
166811	8853559.80
1428707	8853510.00
313196	8853132.40
408010	8853059.85
1364924	8853048.98
716574	8852488.34
1761001	8852466.38
642676	8852392.76
243376	8852208.72
1852077	8852112.64
1546832	8852078.95
1807239	8851931.07
1313699	8851516.20
927501	8850990.90
1137034	8850914.50
347024	8850895.76
639963	8850836.40
1816414	8850710.00
1765093	8850328.87
1727749	8850323.70
220735	8850065.36
32572	8849902.74
88274	8849726.90
1718230	8849292.54
312611	8849068.47
1092309	8848766.08
320554	8848365.76
676664	8847941.70
5216	8847704.85
1971915	8847333.05
293427	8847251.89
1610584	8847199.50
737109	8846940.58
1541202	8846687.26
910413	8846547.06
1907557	8846374.60
354756	8845896.73
1288748	8845422.96
950249	8845332.40
484857	8844947.25
434946	8844869.26
98479	8844643.98
1016147	8844251.50
1088376	8844056.51
1093821	8843697.03
1933211	8843536.12
426246	8843452.18
523688	8843441.10
1439382	8842383.10
1287634	8842343.26
1279245	8842168.40
1956175	8842167.11
778048	8841104.82
237507	8841027.56
1528508	8841000.90
1745006	8840152.49
1059076	8839494.45
1999797	8839384.47
1739361	8839366.88
1077391	8839292.15
432656	8838710.71
1253248	8838525.22
181635	8837964.76
483536	8837945.02
1951539	8837856.50
342211	8837817.60
696082	8837632.44
141565	8836631.70
1491694	8836453.56
382423	8835934.60
1042280	8835701.94
333615	8835474.17
122242	8835080.21
945437	8835075.11
997381	8834920.02
345737	8834760.00
728232	8834532.84
738166	8834344.16
525261	8834189.56
504261	8833779.90
594575	8833464.64
84530	8833386.10
534284	8832983.28
1065172	8832703.43
705989	8832141.84
1591673	8832075.22
544968	8831588.51
939016	8831576.70
943120	8831334.33
121271	8831246.53
531979	8830990.76
820429	8830894.47
1965501	8830800.25
818323	8829972.55
873690	8829834.56
628475	8829765.45
849459	8829082.22
463913	8828965.80
1649305	8828659.32
1237647	8828429.95
543321	8828142.36
1092711	8827947.48
656811	8827900.25
1527178	8827856.18
733591	8827635.30
997143	8827057.85
1497805	8826948.74
825617	8826941.40
665099	8826897.96
815850	8826280.12
955193	8826016.94
1125857	8825521.32
522918	8825334.79
1140007	8825188.98
1003077	8824765.95
107042	8824744.26
933073	8824605.40
645558	8824174.10
1937074	8824160.80
653876	8824097.20
1255506	8823327.36
884133	8822848.00
1509268	8822659.52
1289863	8822473.58
124267	8822381.45
408218	8822270.08
1875216	8821967.35
1538942	8821621.35
570665	8820837.97
1201924	8820822.48
574265	8820726.60
873540	8820478.67
1370495	8820373.46
1116837	8820241.56
716002	8819960.06
88015	8819916.49
1673636	8819830.80
1377243	8819670.62
655873	8819027.46
1579575	8818905.51
1088461	8818899.74
591503	8818764.27
654590	8818509.51
1067109	8818036.04
1374920	8817281.64
1499252	8817170.79
1011024	8816865.05
1981495	8816749.50
647100	8816131.52
128296	8816022.90
1544374	8816011.68
810141	8815455.50
1887924	8815286.34
1211778	8815285.44
390889	8814560.00
604084	8814533.56
1843954	8813984.78
1642275	8813967.00
984160	8813812.56
489720	8813766.05
280247	8813526.27
166792	8813499.66
488005	8813478.88
42248	8813423.00
747233	8813376.00
1639277	8812826.70
1303993	8812668.18
1113130	8812246.35
867937	8811686.05
170059	8811612.64
193943	8811479.70
204509	8811413.60
1217699	8811372.58
468541	8811302.50
474484	8811272.25
687333	8811141.30
659593	8811121.92
539819	8810936.40
611449	8810440.92
221713	8808930.24
102410	8808927.15
57477	8808920.10
1142297	8808533.20
704484	8808073.20
29222	8807743.52
1638175	8807638.86
1569278	8807190.76
1441470	8807064.56
1347970	8807059.10
807585	8806704.92
780106	8806497.20
1146262	8806391.10
747199	8806370.88
172211	8806257.18
1370752	8806165.00
303612	8805860.88
1128018	8805690.93
1177478	8805423.12
1273928	8805369.80
890340	8805251.60
1166315	8804067.34
1330458	8804045.54
1665475	8803899.36
1224585	8803379.20
1809169	8803221.68
1029370	8803000.50
878040	8802838.94
101619	8802779.46
1861164	8802460.32
1762622	8802447.83
1283521	8802440.40
883057	8802333.28
1325637	8802109.26
492589	8801970.70
384471	8801685.46
59952	8801497.32
1404285	8801440.70
283206	8801073.60
124978	8800404.81
438869	8800305.60
1912038	8799940.80
844140	8799836.96
61092	8799505.72
459559	8799382.93
400259	8799341.42
1411145	8799265.65
439077	8799106.09
1180042	8798448.75
1108915	8798379.42
1594498	8798365.20
729259	8798231.58
513610	8798156.16
1392628	8798024.00
1227512	8797996.44
847280	8796968.46
212350	8796865.22
1372186	8796057.42
682296	8795925.36
761357	8795795.72
188101	8795537.34
847878	8795499.52
1525888	8795491.77
1295139	8795417.80
981553	8795410.29
1915351	8795116.47
235432	8794965.05
921654	8794912.35
184487	8794786.56
1637602	8794669.00
1915280	8794340.79
1928069	8794209.32
708485	8793898.86
1237062	8793691.83
779421	8793455.73
749444	8793281.75
1587656	8792755.65
692944	8792192.08
88209	8792098.08
1970729	8791688.10
1209860	8791526.25
1631909	8790783.64
1274669	8790727.54
525898	8790602.50
446067	8789992.05
1856674	8789916.32
1545559	8789885.23
685474	8789747.28
1647976	8789640.14
1594916	8789402.44
794145	8789332.58
1208587	8789228.82
1481211	8789131.45
1186964	8789115.00
1589286	8789114.88
1237613	8788758.00
311721	8788739.00
168078	8788694.40
1491304	8788181.79
991537	8788079.30
1599936	8787644.80
304957	8787644.43
1403381	8787359.40
55358	8786820.75
259203	8786422.35
451509	8786402.64
1997811	8786339.16
1971866	8785845.67
643771	8785640.32
714614	8785379.46
39378	8785356.72
1517357	8785113.12
51761	8784971.10
657222	8783635.20
534479	8783438.30
1077371	8783436.22
1421306	8783224.29
510915	8783118.18
1720104	8782751.26
512520	8782718.65
1457131	8781988.80
513011	8781828.82
821007	8781775.68
330668	8781664.57
56352	8781495.76
891245	8781117.42
356632	8781061.79
948085	8780762.50
1678265	8780041.02
1412519	8779969.44
41689	8779731.40
316433	8779647.91
1623935	8779334.70
1243841	8779157.68
1087187	8778978.90
54874	8778776.37
62583	8778670.48
574414	8778483.28
581281	8778393.58
1186250	8778196.03
186012	8778195.41
840934	8777795.62
1393620	8777663.22
1407058	8777168.00
1674623	8777041.02
367247	8776954.14
1317694	8776911.30
1991229	8776173.88
1980340	8776026.00
596400	8775863.60
818099	8775554.77
280301	8774788.48
1483432	8774731.06
723462	8774614.71
1905387	8774316.90
1846074	8774274.15
1620463	8774268.53
5390	8774123.58
1785023	8774043.20
1377164	8773878.82
875601	8773714.29
1663298	8773575.01
67260	8773498.50
1524255	8773492.00
375744	8773361.38
1860161	8772731.00
74993	8772673.14
1033653	8772015.60
981580	8771293.10
1680563	8771291.76
440422	8770468.74
940093	8769854.25
648874	8769654.66
646512	8769551.70
1021655	8769243.96
1003984	8768587.68
1376059	8768551.05
940919	8768487.96
1634875	8768336.22
1264146	8767841.01
1516734	8767549.98
297996	8767236.07
1421225	8767036.77
85579	8766090.12
1885970	8766033.54
734144	8765990.61
516508	8765942.15
549260	8765698.61
26645	8765184.00
485146	8764943.92
156066	8764587.36
1903890	8764394.80
1440202	8764267.00
1926016	8764244.40
1138995	8764217.68
1179826	8764180.64
256959	8764100.55
1707065	8764076.97
1308281	8764059.50
1504673	8763798.42
83197	8763474.16
1448427	8763316.80
1290334	8763280.66
286940	8762095.80
1105530	8762081.30
968365	8761793.75
1322118	8761523.76
1218890	8761482.05
811547	8761435.35
44713	8761167.26
50948	8761087.41
767687	8760872.88
1240262	8760787.31
490707	8760490.74
179230	8760285.60
444079	8760184.32
693291	8760160.01
705816	8760024.40
311586	8759696.40
1077158	8759690.64
647194	8759638.96
957168	8759545.40
1011042	8759195.26
203668	8759159.68
1065280	8759060.55
1991332	8758932.43
757409	8758588.02
1460322	8758570.65
448768	8758142.26
551076	8757677.50
546591	8757562.44
785216	8756993.29
1932009	8756445.00
398734	8756357.88
899419	8756151.98
1723800	8756053.60
1454383	8756021.04
1929277	8755827.88
1599694	8755656.78
731331	8755452.20
243668	8755036.23
376888	8754955.96
180642	8754797.59
1984398	8754706.76
1934208	8754507.02
1482064	8754035.67
224197	8753908.60
1965403	8753886.37
201275	8753685.70
1608275	8753617.80
625675	8753309.70
1971573	8753239.62
384494	8751922.00
1966480	8751291.12
949103	8751289.24
1550097	8751094.64
1301732	8750840.32
1009610	8750731.01
812199	8750571.84
467377	8750468.20
1019217	8750357.28
152055	8749695.18
597144	8749672.48
117694	8749666.42
445606	8749466.64
1570703	8749248.90
286436	8749184.64
598814	8748945.92
1053791	8748726.00
1298500	8748476.52
1471108	8748364.18
1537899	8748136.98
498271	8748022.08
1788862	8748018.64
968165	8748012.14
1917549	8747925.28
620366	8747879.40
1278272	8747816.80
1250429	8747798.80
1166479	8747406.20
1417879	8747362.32
1218700	8746963.47
803238	8746650.20
1695655	8746345.44
880073	8746268.70
1391326	8745967.49
1898716	8745931.54
1495845	8745478.70
1067359	8745149.86
11119	8744971.75
350775	8744854.15
1208809	8744456.05
1811092	8744110.00
102427	8743545.36
412297	8743384.80
1180994	8743334.47
994422	8743247.73
1651453	8743105.23
1083076	8742783.60
827960	8742479.85
1201949	8742121.15
631707	8742007.26
549082	8742002.72
1690888	8741786.04
1416464	8741681.44
74188	8741651.94
845360	8741491.27
26391	8741399.64
1578698	8741060.00
240209	8741057.22
563797	8740845.32
1624509	8740839.98
1252575	8740530.60
191909	8740334.34
889465	8740262.30
132354	8740046.79
515463	8740020.39
1370833	8739977.19
1276916	8739913.14
201613	8739586.43
58211	8739574.86
1893885	8739452.08
1679788	8739258.04
279956	8739137.05
176843	8738947.88
544400	8738916.12
360845	8738866.72
806163	8738822.87
179833	8738680.00
810292	8738311.35
604364	8738167.42
891145	8738111.27
671204	8737712.78
1768948	8737500.48
1615983	8737443.52
268035	8737327.53
757425	8737135.29
1070313	8736974.82
1598048	8736835.40
1679794	8736805.00
954722	8736733.10
60606	8736488.67
976045	8736388.88
1092212	8736352.62
1900044	8735914.44
28624	8735657.04
1605232	8735324.16
983630	8735261.60
569806	8735223.90
682670	8734337.60
868406	8734289.66
333500	8734266.80
1697085	8734266.72
